619.4561,0.15603764
619.4261,0.04655092
619.2986,0.6687
619.2761,0.5955
619.146,0.01980001
619.1362,0.3318
618.7,1.4052953
618.694,0.01
618.681,0.01
618.62,0.01
617.052,1.06252967
617.0,0.6607
616.7,0.01000097
616.607,0.01
616.6067,0.3227
616.4567,0.1182
616.3479,10.62043226
616.101,0.01004309
615.8643,0.13581672
615.618,0.642
615.495,0.16216
615.494,7.74342048
615.323,0.34703
615.0,0.13472182
614.6382,0.536
614.123,1.426
614.1,0.43381546
613.7,0.52330579
613.2482,10.0
613.2,0.915
