617.87000537,1.93101452
617.87000536,0.692
617.86000836,0.04046224
617.67000519,0.08619417
617.66000001,0.10018489
617.51111000,0.40826315
617.45500529,0.01371179
617.44500526,0.04148943
617.44500524,0.001
617.44500522,0.001
617.44500520,0.001
617.43510517,0.00741233
617.43500520,0.001
617.42535064,0.001
617.42535062,0.001
617.42535060,0.001
617.42535058,0.001
617.42535056,0.001
617.42535054,0.001
617.42535052,0.001
617.42535050,0.001
617.42535048,0.001
617.26358543,0.02329701
617.00000000,0.01620746
616.99412882,0.132
616.98530958,5.69435277
616.93400000,0.16
616.63999235,0.00810845
616.55116005,0.09741482
616.14000533,0.001
